Name,Year,Date,Comp,Age,Event,Location,Place,Round,Time,Time_sec,Partner
KD,2015,15/3/15,Nationals,U18,WK1 200m,Perth,4,Final,00:46.4,46.4,
KD,2015,15/3/15,Nationals,U18,WK1 500m,Perth,7,Final,02:06.4,126.4,
KD,2015,14/3/15,Nationals,U18,WK1 500m,Perth,2,Semi-Final,02:02.8,122.8,
KD,2015,15/3/15,Nationals,U18,WK2 200m,Perth,1,Final,00:42.7,42.7,Rachel Duncan
KD,2015,15/3/15,Nationals,U18,WK2 500m,Perth,2,Final,01:51.5,111.5,Rachel Duncan
KD,2015,13/3/15,Nationals,U18,WK2 500m,Perth,2,Heat,01:51.5,111.5,Rachel Duncan
KD,2016,6/3/16,Nationals,U23,WK1 200m,Perth,8,B Final,00:46.8,46.8,
KD,2016,5/3/16,Nationals,U23,WK1 200m,Perth,8,Semi-Final,00:46.2,46.2,
KD,2016,4/3/16,Nationals,U23,WK1 500m,Perth,8,Heat,02:07.4,127.4,
KD,2016,6/3/16,Nationals,U23,WK2 200m,Perth,7,Final,00:45.0,45,Isabella Kristensen
KD,2017,10/3/17,Nationals,U23,WK1 200m,SIRC,3,B Final,00:44.8,44.8,
KD,2017,5/3/17,Nationals,U23,WK1 500m,SIRC,5,Heat,02:05.4,125.4,
KD,2017,9/3/17,Nationals,U23,WK1 500m,SIRC,9,Semi-Final,02:17.1,137.1,
KD,2017,10/3/17,Nationals,U23,WK2 200m,SIRC,8,Final,00:44.2,44.2,Freya Alston
KD,2017,9/3/17,Nationals,U23,WK2 200m,SIRC,1,Semi-Final,00:43.8,43.8,Freya Alston
KD,2017,10/3/17,Nationals,U23,WK2 500m,SIRC,8,Final,01:56.1,116.1,Freya Alston
KD,2018,10/3/18,Nationals,U23,WK1 200m,SIRC,9,Final,00:42.9,42.9,
KD,2018,9/3/18,Nationals,U23,WK1 200m,SIRC,3,Semi-Final,00:42.9,42.9,
KD,2018,26/7/18,World Champs,U23,WK1 500m,Bulgaria,8,Semi-Final,01:58.7,118.7,
KD,2018,10/3/18,Nationals,U23,WK2 200m,SIRC,5,Final,00:42.6,42.6,Freya Alston
KD,2018,10/3/18,Nationals,U23,WK2 500m,SIRC,4,Final,01:49.8,109.8,Freya Alston
KD,2019,10/3/19,Nationals,U23,WK1 200m,Perth,1,B Final,00:43.0,43,
KD,2019,10/3/19,Nationals,U23,WK1 500m,Perth,7,B Final,02:01.8,121.8,
KD,2019,10/3/19,Nationals,U23,WK2 200m,Perth,4,Final,00:41.2,41.2,Freya Alston
KD,2019,10/3/19,Nationals,U23,WK2 500m,Perth,6,Final,01:51.2,111.2,Freya Alston
KD,2019,9/3/19,Nationals,U23,WK2 500m,Perth,3,Semi-Final,01:46.4,106.4,Freya Alston
KD,2020,16/3/20,Nationals,U23,WK1 200m,SIRC,5,Final,00:42.6,42.6,
KD,2020,16/3/20,Nationals,U23,WK1 500m,SIRC,9,B Final,02:06.9,126.9,
KD,2020,16/3/20,Nationals,U23,WK2 500m,SIRC,9,Final,01:57.7,117.7,Yasemin Ray
KH,2018,10/3/18,Nationals,U18,WK1 200m,SIRC,1,Final,00:44.8,44.8,
KH,2018,26/7/18,World Champs,U18,WK1 500m,Bulgaria,6,Final,01:55.4,115.4,
KH,2018,10/3/18,Nationals,U18,WK1 500m,SIRC,1,Final,02:01.4,121.4,
KH,2018,6/3/18,Nationals,U18,WK1 500m,SIRC,1,Heat,02:00.6,120.6,
KH,2018,25/7/18,World Champs,U18,WK1 500m,Bulgaria,1,Semi-Final,01:55.1,115.1,
KH,2018,10/3/18,Nationals,U18,WK2 200m,SIRC,3,Final,00:45.7,45.7,Sophie Butler
KH,2018,10/3/18,Nationals,U18,WK2 500m,SIRC,1,Final,01:54.6,114.6,Anthea Warne
KH,2019,10/3/19,Nationals,U18,WK1 200m,Perth,1,Final,00:43.5,43.5,
KH,2019,6/3/19,Nationals,U18,WK1 200m,Perth,1,Heat,00:42.8,42.8,
KH,2019,10/3/19,Nationals,U18,WK1 500m,Perth,8,Final,01:56.3,116.3,
KH,2020,16/3/20,Nationals,U23,WK1 500m,SIRC,8,Final,01:59.9,119.9,
KH,2020,16/3/20,Nationals,U23,WK2 200m,SIRC,3,Final,00:40.2,40.2,Ella Beere
KH,2020,16/3/20,Nationals,U23,WK2 500m,SIRC,4,Final,01:46.2,106.2,Ella Beere
LF,2015,15/3/15,Nationals,U16,MK1 1000m,SIRC,4,Final,04:03.9,243.9,
LF,2015,15/3/15,Nationals,U16,MK1 200m,SIRC,6,Final,00:43.7,43.7,
LF,2015,15/3/15,Nationals,U16,MK1 500m,SIRC,7,Final,01:57.0,117,
LF,2015,15/3/15,Nationals,U16,MK2 1000m,SIRC,3,Final,03:50.3,230.3,Ethan Neville
LF,2015,15/3/15,Nationals,U16,MK2 200m,SIRC,3,Final,00:41.0,41,Ethan Neville
LF,2015,15/3/15,Nationals,U16,MK2 500m,SIRC,4,Final,01:53.6,113.6,Ethan Neville
LF,2016,6/3/16,Nationals,U18,MK1 1000m,Perth,6,Final,03:48.3,228.3,
LF,2016,5/3/16,Nationals,U18,MK1 1000m,Perth,2,Semi-Final,03:45.6,225.6,
LF,2016,6/3/16,Nationals,U18,MK1 200m,Perth,3,B Final,00:39.6,39.6,
LF,2016,6/3/16,Nationals,U18,MK1 500m,Perth,5,B Final,01:49.0,109,
LF,2016,5/3/16,Nationals,U18,MK1 500m,Perth,4,Semi-Final,01:46.4,106.4,
LF,2016,6/3/16,Nationals,U18,MK2 1000m,Perth,7,Final,03:37.2,217.2,Ethan Neville
LF,2016,4/3/16,Nationals,U18,MK2 1000m,Perth,4,Heat,03:32.7,212.7,Ethan Neville
LF,2016,6/3/16,Nationals,U18,MK2 200m,Perth,7,Final,00:39.6,39.6,Ethan Neville
LF,2016,6/3/16,Nationals,U18,MK2 500m,Perth,6,Final,01:47.3,107.3,Dodge Newton
LF,2016,5/3/16,Nationals,U18,MK2 500m,Perth,4,Semi-Final,01:45.2,105.2,Dodge Newton
LF,2017,10/3/17,Nationals,U18,MK1 1000m,SIRC,4,Final,03:50.9,230.9,
LF,2017,10/3/17,Nationals,U18,MK1 500m,SIRC,6,Final,01:55.1,115.1,
LF,2017,9/3/17,Nationals,U18,MK1 500m,SIRC,2,Semi-Final,01:52.3,112.3,
LF,2017,10/3/17,Nationals,U18,MK2 1000m,SIRC,2,Final,03:33.2,213.2,Luke Morton
LF,2017,10/3/17,Nationals,U18,MK2 200m,SIRC,4,Final,00:37.3,37.3,Luke Morton
LF,2017,10/3/17,Nationals,U18,MK2 500m,SIRC,2,Final,01:42.8,102.8,Ethan Neville
LF,2018,10/3/18,Nationals,U23,MK2 500m,SIRC,6,B Final,01:40.5,100.5,Ethan Neville
LF,2018,6/3/18,Nationals,U23,MK2 500m,SIRC,4,Heat,01:40.1,100.1,Ethan Neville
LF,2019,10/3/19,Nationals,U23,MK1 1000m,Perth,4,C Final,03:46.3,226.3,
LF,2019,9/3/19,Nationals,U23,MK1 1000m,Perth,5,Semi-Final,03:45.2,225.2,
LF,2019,6/3/19,Nationals,U23,MK1 200m,Perth,6,Heat,00:42.4,42.4,
LF,2019,9/3/19,Nationals,U23,MK1 500m,Perth,7,Semi-Final,01:44.6,104.6,
LF,2019,6/3/19,Nationals,U23,MK2 1000m,Perth,5,Heat,03:31.5,211.5,Thomas Hughes
LF,2019,10/3/19,Nationals,U23,MK2 500m,Perth,6,B Final,01:38.3,98.3,Thomas Hughes
LF,2019,6/3/19,Nationals,U23,MK2 500m,Perth,4,Heat,01:36.8,96.8,Thomas Hughes
LT,2012,15/3/12,Nationals,Open,MK1 1000m,SIRC,5,Final,03:38.4,218.4,
LT,2012,18/3/12,Nationals,Open,MK1 200m,SIRC,7,Final,00:37.5,37.5,
LT,2012,18/3/12,Nationals,Open,MK1 200m,SIRC,1,Semi-Final,00:36.8,36.8,
LT,2012,18/3/12,Nationals,Open,MK1 500m,SIRC,1,Final,01:33.4,93.4,Tim Donkin
LT,2012,17/3/12,Nationals,Open,MK2 200m,SIRC,4,Final,00:34.2,34.2,Tim Donkin
LT,2012,17/3/12,Nationals,Open,MK2 200m,SIRC,1,Semi-Final,00:33.7,33.7,Tim Donkin
LT,2013,4/4/13,Nationals,Open,MK1 1000m,Perth,6,Final,03:49.7,229.7,
LT,2013,3/4/13,Nationals,Open,MK1 1000m,Perth,2,Heat,03:40.2,220.2,
LT,2013,6/4/13,Nationals,Open,MK1 200m,Perth,2,Final,00:36.6,36.6,
LT,2013,5/4/13,Nationals,Open,MK1 200m,Perth,2,Semi-Final,00:35.8,35.8,
LT,2013,6/4/13,Nationals,Open,MK1 500m,Perth,7,Heat,02:00.9,120.9,
LT,2013,4/4/13,Nationals,Open,MK2 1000m,Perth,4,Final,03:34.0,214,Kenny Wallace
LT,2013,3/4/13,Nationals,Open,MK2 1000m,Perth,1,Heat,03:30.8,210.8,Kenny Wallace
LT,2013,6/4/13,Nationals,Open,MK2 200m,Perth,2,Final,00:33.5,33.5,Kenny Wallace
LT,2013,5/4/13,Nationals,Open,MK2 200m,Perth,1,Semi-Final,00:32.6,32.6,Kenny Wallace
LT,2014,30/3/14,Nationals,Open,MK1 1000m,Adelaide,6,Final,03:42.8,222.8,
LT,2014,29/3/14,Nationals,Open,MK1 1000m,Adelaide,1,Semi-Final,03:39.9,219.9,
LT,2014,30/3/14,Nationals,Open,MK1 200m,Adelaide,1,Final,00:37.2,37.2,
LT,2014,30/3/14,Nationals,Open,MK2 200m,Adelaide,2,Final,00:35.5,35.5,Kenny Wallace
LT,2014,28/3/14,Nationals,Open,MK2 200m,Adelaide,1,Heat,00:34.3,34.3,Kenny Wallace
LT,2015,15/3/15,Nationals,Open,MK1 1000m,Perth,3,Final,03:33.6,213.6,
LT,2015,15/3/15,Nationals,Open,MK1 200m,Perth,4,Final,00:35.3,35.3,
LT,2015,15/3/15,Nationals,Open,MK2 1000m,Perth,2,Final,03:19.6,199.6,Kenny Wallace
LT,2015,13/3/15,Nationals,Open,MK2 1000m,Perth,1,Heat,03:17.9,197.9,Kenny Wallace
LT,2015,15/3/15,Nationals,Open,MK2 200m,Perth,1,Final,00:32.8,32.8,Kenny Wallace
LT,2016,6/3/16,Nationals,Open,MK1 1000m,Perth,6,Final,03:30.9,210.9,
LT,2016,6/3/16,Nationals,Open,MK2 1000m,Perth,2,Final,03:09.8,189.8,Kenny Wallace
LT,2016,6/3/16,Nationals,Open,MK2 200m,Perth,1,Final,00:33.6,33.6,Kenny Wallace
LT,2016,4/3/16,Nationals,Open,MK2 200m,Perth,1,Heat,00:32.7,32.7,Kenny Wallace
LT,2017,10/3/17,Nationals,Open,MK1 1000m,SIRC,1,C Final,03:45.9,225.9,
LT,2017,10/3/17,Nationals,Open,MK1 200m,SIRC,1,Final,00:36.8,36.8,
LT,2017,10/3/17,Nationals,Open,MK2 200m,SIRC,7,Final,00:35.0,35,Jy Duffy
LT,2019,10/3/19,Nationals,Open,MK1 200m,Perth,2,Final,00:35.6,35.6,
LT,2019,10/3/19,Nationals,Open,MK1 500m,Perth,7,Final,01:43.2,103.2,
LT,2019,9/3/19,Nationals,Open,MK1 500m,Perth,1,Semi-Final,01:37.5,97.5,
LT,2019,10/3/19,Nationals,Open,MK2 500m,Perth,3,Final,01:31.1,91.1,Murray Stewart
LT,2019,9/3/19,Nationals,Open,MK2 500m,Perth,1,Semi-Final,01:29.7,89.7,Murray Stewart
MS,2012,8/7/12,Olympics,Open,MK1 1000m,UK,7,B Final,03:40.8,220.8,
MS,2012,15/3/12,Nationals,Open,MK1 1000m,SIRC,1,Final,03:30.6,210.6,
MS,2012,6/7/12,Olympics,Open,MK1 1000m,UK,6,Heat,03:32.8,212.8,
MS,2012,18/3/12,Nationals,Open,MK1 200m,SIRC,1,Final,00:36.2,36.2,
MS,2012,10/7/12,Olympics,Open,MK1 200m,UK,6,Heat,00:37.2,37.2,
MS,2012,16/3/12,Nationals,Open,MK2 1000m,SIRC,1,Final,03:16.1,196.1,Kenny Wallace
MS,2013,4/4/13,Nationals,Open,MK1 1000m,Perth,2,Final,03:42.4,222.4,
MS,2013,3/4/13,Nationals,Open,MK1 1000m,Perth,1,Heat,03:41.4,221.4,
MS,2013,6/4/13,Nationals,Open,MK1 200m,Perth,4,Final,00:37.0,37,
MS,2013,5/4/13,Nationals,Open,MK1 200m,Perth,2,Semi-Final,00:35.8,35.8,
MS,2013,7/4/13,Nationals,Open,MK1 500m,Perth,2,Final,01:43.1,103.1,
MS,2013,4/4/13,Nationals,Open,MK2 1000m,Perth,1,Final,03:28.3,208.3,Jacob Clear
MS,2013,31/8/13,World Champs,Open,MK2 1000m,Germany,5,Final,03:24.3,204.3,Jacob Clear
MS,2013,3/4/13,Nationals,Open,MK2 1000m,Perth,1,Heat,03:26.9,206.9,Jacob Clear
MS,2013,29/8/13,World Champs,Open,MK2 1000m,Germany,2,Heat,03:12.8,192.8,Jacob Clear
MS,2013,6/4/13,Nationals,Open,MK2 200m,Perth,5,Final,00:34.9,34.9,Tate Smith
MS,2013,5/4/13,Nationals,Open,MK2 200m,Perth,3,Semi-Final,00:33.4,33.4,Tate Smith
MS,2014,6/8/14,World Champs,Open,MK1 1000m,Russia,5,Final,03:27.0,207,
MS,2014,30/3/14,Nationals,Open,MK1 1000m,Adelaide,1,Final,03:36.1,216.1,
MS,2014,30/3/14,Nationals,Open,MK2 1000m,Adelaide,1,Final,03:14.1,194.1,Jacob Clear
MS,2015,15/3/15,Nationals,Open,MK1 1000m,SIRC,1,Final,03:28.1,208.1,
MS,2015,19/8/15,World Champs,Open,MK1 1000m,Italy,6,Final,03:28.7,208.7,
MS,2015,18/8/15,World Champs,Open,MK1 1000m,Italy,2,Semi-Final,03:28.6,208.6,
MS,2015,15/3/15,Nationals,Open,MK1 500m,SIRC,1,Final,01:37.5,97.5,
MS,2015,15/3/15,Nationals,Open,MK2 1000m,SirC,1,Final,03:14.1,194.1,Jacob Clear
MS,2016,6/3/16,Nationals,Open,MK1 1000m,Perth,1,Final,03:25.7,205.7,
MS,2016,16/8/16,Olympics,Open,MK1 1000m,Rio,4,Final,03:33.7,213.7,
MS,2016,5/3/16,Nationals,Open,MK1 1000m,Perth,1,Semi-Final,03:25.2,205.2,
MS,2016,6/3/16,Nationals,Open,MK2 1000m,Perth,1,Final,03:09.7,189.7,Jacob Clear
MS,2016,4/3/16,Nationals,Open,MK2 1000m,Perth,1,Heat,03:09.0,189,Jacob Clear
MS,2017,23/8/17,World Champs,Open,MK1 1000m,Czech Republic,3,B Final,03:32.6,212.6,
MS,2017,10/3/17,Nationals,Open,MK1 1000m,SIRC,1,Final,03:37.8,217.8,
MS,2017,10/3/17,Nationals,Open,MK1 500m,SIRC,1,Final,01:42.2,102.2,
MS,2017,10/3/17,Nationals,Open,MK2 1000m,SIRC,2,Final,03:22.7,202.7,Simon McTavish
MS,2018,10/3/18,Nationals,Open,MK1 1000m,SIRC,1,Final,03:29.4,209.4,
MS,2018,23/8/18,World Champs,Open,MK1 1000m,Portugal,9,Final,03:33.3,213.3,
MS,2018,22/8/18,World Champs,Open,MK1 1000m,Portugal,3,Semi-Final,03:32.3,212.3,
MS,2018,10/3/18,Nationals,Open,MK2 1000m,SIRC,2,Final,03:10.6,190.6,Tom Green
MS,2018,10/3/18,Nationals,Open,MK2 500m,SIRC,3,Final,01:32.5,92.5,Matt Goble
MS,2019,10/3/19,Nationals,Open,MK1 1000m,Perth,4,Final,03:35.4,215.4,
MS,2019,9/3/19,Nationals,Open,MK1 1000m,Perth,1,Semi-Final,03:34.0,214,
MS,2019,10/3/19,Nationals,Open,MK2 1000m,Perth,6,Final,03:20.3,200.3,Bill Bain
MS,2019,10/3/19,Nationals,Open,MK2 500m,Perth,3,Final,01:31.1,91.1,Lachlan Tame
MS,2019,9/3/19,Nationals,Open,MK2 500m,Perth,1,Semi-Final,01:29.7,89.7,Lachlan Tame
MS,2020,16/3/20,Nationals,Open,MK1 1000m,SIRC,5,Final,03:42.5,222.5,
MS,2020,16/3/20,Nationals,Open,MK1 500m,SIRC,4,Final,01:42.2,102.2,
MS,2020,16/3/20,Nationals,Open,MK2 1000m,SIRC,3,Final,03:15.2,195.2,Lachlan Tame
ND,2020,16/3/20,Nationals,U16,WK1 200m,SIRC,1,Final,00:44.1,44.1,
ND,2020,16/3/20,Nationals,U16,WK1 500m,SIRC,1,Final,02:03.0,123,
ND,2020,16/3/20,Nationals,U16,WK2 500m,SIRC,1,Final,01:56.2,116.2,Demi Bates
RD,2012,18/3/12,Nationals,U16,WK1 200m,SIRC,2,Final,00:47.1,47.1,
RD,2012,16/3/12,Nationals,U16,WK1 500m,SIRC,1,Final,02:08.9,128.9,
RD,2012,17/3/12,Nationals,U16,WK2 200m,SIRC,1,Final,00:44.3,44.3,Tanielle Basson
RD,2012,16/3/12,Nationals,U16,WK2 500m,SIRC,1,Final,01:57.9,117.9,Tanielle Basson
RD,2013,7/4/13,Nationals,U16,WK1 200m,Perth,1,Final,00:49.3,49.3,
RD,2013,5/4/13,Nationals,U16,WK1 200m,Perth,1,Heat,00:46.0,46,
RD,2013,7/4/13,Nationals,U16,WK1 500m,Perth,2,Final,02:14.1,134.1,
RD,2013,7/4/13,Nationals,U16,WK2 200m,Perth,1,Final,00:44.6,44.6,Chloe Sterry
RD,2013,7/4/13,Nationals,U16,WK2 500m,Perth,1,Final,02:04.1,124.1,Chloe Sterry
RD,2014,30/3/14,Nationals,U18,WK1 200m,Adelaide,6,Final,00:47.1,47.1,
RD,2014,30/3/14,Nationals,U18,WK1 500m,Adelaide,6,Final,02:07.6,127.6,
RD,2014,30/3/14,Nationals,U18,WK2 200m,Adelaide,1,Final,00:44.8,44.8,Tanielle Basson
RD,2014,28/3/14,Nationals,U18,WK2 200m,Adelaide,1,Heat,00:42.8,42.8,Tanielle Basson
RD,2014,30/3/14,Nationals,U18,WK2 500m,Adelaide,4,Final,01:56.7,116.7,Tanielle Basson
RD,2015,15/3/15,Nationals,U18,WK1 200m,SIRC,3,Final,00:45.7,45.7,
RD,2015,15/3/15,Nationals,U18,WK1 500m,SIRC,3,Final,02:03.1,123.1,
RD,2015,14/3/15,Nationals,U18,WK1 500m,SIRC,1,Semi-Final,02:03.0,123,
RD,2015,15/3/15,Nationals,U18,WK2 200m,SIRC,1,Final,00:42.7,42.7,Keily Dober
RD,2015,15/3/15,Nationals,U18,WK2 500m,SIRC,2,Final,01:51.5,111.5,Keily Dober
RD,2016,6/3/16,Nationals,U23,WK1 200m,Perth,3,B Final,00:43.5,43.5,
RD,2016,6/3/16,Nationals,U23,WK1 500m,Perth,2,B Final,01:55.8,115.8,
RD,2016,4/3/16,Nationals,U23,WK1 500m,Perth,6,Heat,01:55.0,115,
RD,2016,6/3/16,Nationals,U23,WK2 200m,Perth,5,Final,00:41.9,41.9,Dee Godoy
RD,2016,6/3/16,Nationals,U23,WK2 500m,Perth,4,Final,01:45.7,105.7,Dee Godoy
RD,2016,4/3/16,Nationals,U23,WK2 500m,Perth,3,Heat,01:51.2,111.2,Dee Godoy
RD,2017,10/3/17,Nationals,U23,WK1 200m,SIRC,4,B Final,00:44.9,44.9,
RD,2017,10/3/17,Nationals,U23,WK1 500m,SIRC,4,B Final,02:05.1,125.1,
RD,2017,5/3/17,Nationals,U23,WK1 500m,SIRC,4,Heat,02:03.0,123,
RD,2017,10/3/17,Nationals,U23,WK2 200m,SIRC,7,Final,00:43.3,43.3,Francesca Kidd
RD,2017,10/3/17,Nationals,U23,WK2 500m,SIRC,6,Final,01:55.1,115.1,Francesca Kidd
RF,2012,15/3/12,Nationals,U16,MK1 1000m,SIRC,2,Final,03:54.2,234.2,
RF,2012,17/3/12,Nationals,U16,MK1 200m,SIRC,1,B Final,00:44.0,44,
RF,2012,17/3/12,Nationals,U16,MK1 200m,SIRC,5,Semi-Final,00:43.7,43.7,
RF,2012,16/3/12,Nationals,U16,MK1 500m,SIRC,2,Final,01:53.2,113.2,
RF,2013,4/4/13,Nationals,U18,MK1 1000m,Perth,3,Final,04:00.2,240.2,
RF,2013,6/4/13,Nationals,U18,MK1 200m,Perth,5,C Final,00:42.0,42,
RF,2013,5/4/13,Nationals,U18,MK1 200m,Perth,4,Heat,00:40.0,40,
RF,2013,4/4/13,Nationals,U18,MK2 1000m,Perth,2,Final,03:41.3,221.3,Peter Euers
RF,2013,6/4/13,Nationals,U18,MK2 200m,Perth,8,Final,00:40.2,40.2,Jackson Allan
RF,2013,5/4/13,Nationals,U18,MK2 200m,Perth,4,Semi-Final,00:37.3,37.3,Jackson Allan
RF,2013,7/4/13,Nationals,U18,MK2 500m,Perth,6,Final,01:48.8,108.8,Jackson Allan
